sep=;
Timestamp [us];Power measure [W]
4453902.000000;146.3170
4459698.000000;146.3170
4465738.000000;146.3170
4471601.000000;146.3170
4477694.000000;146.3170
4483560.000000;146.3170
4489771.000000;146.3170
4495665.000000;146.3170
4501538.000000;146.3170
4507436.000000;146.3170
4513209.000000;146.3170
4519156.000000;146.3170
4525667.000000;146.3170
4531814.000000;146.3170
4537865.000000;146.3170
4543665.000000;146.1770
4549656.000000;146.1770
4555806.000000;146.1770
4561803.000000;146.1770
4567657.000000;146.1770
4573569.000000;146.1770
4579366.000000;146.1770
4585355.000000;146.1770
4591144.000000;146.1770
4597294.000000;146.1770
4603136.000000;146.1770
4609093.000000;146.1770
4614868.000000;146.1770
4620860.000000;146.1770
4626642.000000;146.1770
4632950.000000;146.1770
4638785.000000;146.1770
4644579.000000;146.3460
4650349.000000;146.3460
4656120.000000;146.3460
4662274.000000;146.3460
4668122.000000;146.3460
4674201.000000;146.3460
4680028.000000;146.3460
4686085.000000;146.3460
4691881.000000;146.3460
4698037.000000;146.3460
4703911.000000;146.3460
4709727.000000;146.3460
4715569.000000;146.3460
4721784.000000;146.3460
4727574.000000;146.3460
4733345.000000;146.3460
4739308.000000;146.3460
4745354.000000;146.3460
4751279.000000;146.3270
4757100.000000;146.3270
4763189.000000;146.3270
4769078.000000;146.3270
4774950.000000;146.3270
4780798.000000;146.3270
4786786.000000;146.3270
4792624.000000;146.3270
4798466.000000;146.3270
4804269.000000;146.3270
4810039.000000;146.3270
4816062.000000;146.3270
4821912.000000;146.3270
4828097.000000;146.3270
4834015.000000;146.3270
4839786.000000;146.3270
4845639.000000;146.3270
4851802.000000;146.2380
4857612.000000;146.2380
4863497.000000;146.2380
4869419.000000;146.2380
4875213.000000;146.2380
4881014.000000;146.2380
4887000.000000;146.2380
4892853.000000;146.2380
4898855.000000;146.2380
4904677.000000;146.2380
4910566.000000;146.2380
4916523.000000;146.2380
4922323.000000;146.2380
4928292.000000;146.2380
4934060.000000;146.2380
4939785.000000;146.2380
4945595.000000;146.2380
4951515.000000;146.2380
4957295.000000;146.3720
4963171.000000;146.3720
4968983.000000;146.3720
4974747.000000;146.3720
4980782.000000;146.3720
4986803.000000;146.3720
4992783.000000;146.3720
4998565.000000;146.3720
5004506.000000;146.3720
5010489.000000;146.3720
5016308.000000;146.3720
5022170.000000;146.3720
5028394.000000;146.3720
5034239.000000;146.3720
5040272.000000;146.3720
5046216.000000;146.3720
5052281.000000;146.3720
5058158.000000;146.2890
5064350.000000;146.2890
5070198.000000;146.2890
5076064.000000;146.2890
5081879.000000;146.2890
5087772.000000;146.2890
5093591.000000;146.2890
5099626.000000;146.2890
5105505.000000;146.2890
5111621.000000;146.2890
5117465.000000;146.2890
5123314.000000;146.2890
5129172.000000;146.2890
5135243.000000;146.2890
5141127.000000;146.2890
5147049.000000;146.2890
5152888.000000;146.2890
5158635.000000;146.2890
5164872.000000;146.3950
5171189.000000;146.3950
5177073.000000;146.3950
5183030.000000;146.3950
5188926.000000;146.3950
5194749.000000;146.3950
5200696.000000;146.3950
5206518.000000;146.3950
5212520.000000;146.3950
5218403.000000;146.3950
5224203.000000;146.3950
5230014.000000;146.3950
5236398.000000;146.3950
5242132.000000;146.3950
5248186.000000;146.3950
5254047.000000;146.3950
5260020.000000;146.3950
5265882.000000;146.4120
5272082.000000;146.4120
5277900.000000;146.4120
5283917.000000;146.4120
5289705.000000;146.4120
5295515.000000;146.4120
5301296.000000;146.4120
5307834.000000;146.4120
5313604.000000;146.4120
5319960.000000;146.4120
5325808.000000;146.4120
5331832.000000;146.4120
5337615.000000;146.4120
5343848.000000;146.4120
5349713.000000;146.4120
5355766.000000;146.4120
5361616.000000;146.4120
5367698.000000;146.4260
5373725.000000;146.4260
5379806.000000;146.4260
5385630.000000;146.4260
5391514.000000;146.4260
5397410.000000;146.4260
5403420.000000;146.4260
5409214.000000;146.4260
5415317.000000;146.4260
5421146.000000;146.4260
5427147.000000;146.4260
5432970.000000;146.4260
5438771.000000;146.4260
5444653.000000;146.4260
5450948.000000;146.4260
5456750.000000;146.4260
5463103.000000;146.4260
5468895.000000;146.4260
5474996.000000;146.3220
5480910.000000;146.3220
5487005.000000;146.3220
5492864.000000;146.3220
5498826.000000;146.3220
5504706.000000;146.3220
5510520.000000;146.3220
5516325.000000;146.3220
5522631.000000;146.3220
5528478.000000;146.3220
5534478.000000;146.3220
5540334.000000;146.3220
5546373.000000;146.3220
5552227.000000;146.3220
5558451.000000;146.3220
5564332.000000;146.3220
5570361.000000;146.3220
5576187.000000;146.3790
5581965.000000;146.3790
5587766.000000;146.3790
5593780.000000;146.3790
5599630.000000;146.3790
5605499.000000;146.3790
5611482.000000;146.3790
5617269.000000;146.3790
5623258.000000;146.3790
5629083.000000;146.3790
5635029.000000;146.3790
5640828.000000;146.3790
5646825.000000;146.3790
5652628.000000;146.3790
5658414.000000;146.3790
5664267.000000;146.3790
5670064.000000;146.3790
5676033.000000;146.3790
5681868.000000;146.5320
5687920.000000;146.5320
5693730.000000;146.5320
5699658.000000;146.5320
5705551.000000;146.5320
5711504.000000;146.5320
5717325.000000;146.5320
5723122.000000;146.5320
5728974.000000;146.5320
5734793.000000;146.5320
5740655.000000;146.5320
5746603.000000;146.5320
5752525.000000;146.5320
5758372.000000;146.5320
5764250.000000;146.5320
5770021.000000;146.5320
5776136.000000;146.5320
5781931.000000;146.5560
5788029.000000;146.5560
5793853.000000;146.5560
5799749.000000;146.5560
5805510.000000;146.5560
5811520.000000;146.5560
5817513.000000;146.5560
5823671.000000;146.5560
5829495.000000;146.5560
5835530.000000;146.5560
5841354.000000;146.5560
5847388.000000;146.5560
5853250.000000;146.5560
5859472.000000;146.5560
5865371.000000;146.5560
5871239.000000;146.5560
5877087.000000;146.5560
5882924.000000;146.5560
5888810.000000;146.7830
5894622.000000;146.7830
5900551.000000;146.7830
5906385.000000;146.7830
5912390.000000;146.7830
5918287.000000;146.7830
5924298.000000;146.7830
5930273.000000;146.7830
5936060.000000;146.7830
5941874.000000;146.7830
5947826.000000;146.7830
5953803.000000;146.7830
5959972.000000;146.7830
5965826.000000;146.7830
5971797.000000;146.7830
5977612.000000;146.7830
5983629.000000;146.7830
5989455.000000;146.5010
5995642.000000;146.5010
6001510.000000;146.5010
6007367.000000;146.5010
6013161.000000;146.5010
6018981.000000;146.5010
6024845.000000;146.5010
6030978.000000;146.5010
6036880.000000;146.5010
6042996.000000;146.5010
6048882.000000;146.5010
6054912.000000;146.5010
6060736.000000;146.5010
6066967.000000;146.5010
6072791.000000;146.5010
6078659.000000;146.5010
6084500.000000;146.5010
6090364.000000;146.6200
6096379.000000;146.6200
6102213.000000;146.6200
6108109.000000;146.6200
6114012.000000;146.6200
6120032.000000;146.6200
6125953.000000;146.6200
6131933.000000;146.6200
6137761.000000;146.6200
6143666.000000;146.6200
6149509.000000;146.6200
6155383.000000;146.6200
6161321.000000;146.6200
6167627.000000;146.6200
6173431.000000;146.6200
6179456.000000;146.6200
6185336.000000;146.6200
6191371.000000;146.6200
6197155.000000;146.5970
6203365.000000;146.5970
6209203.000000;146.5970
6215334.000000;146.5970
6221116.000000;146.5970
6226973.000000;146.5970
6232863.000000;146.5970
6239178.000000;146.5970
6245043.000000;146.5970
6251060.000000;146.5970
6256889.000000;146.5970
6262907.000000;146.5970
6268776.000000;146.5970
6274983.000000;146.5970
6280808.000000;146.5970
6286899.000000;146.5970
6292810.000000;146.5970
6298634.000000;146.6740
6304478.000000;146.6740
6310814.000000;146.6740
6316741.000000;146.6740
6322747.000000;146.6740
6328618.000000;146.6740
6334617.000000;146.6740
6340445.000000;146.6740
6346671.000000;146.6740
6352468.000000;146.6740
6358485.000000;146.6740
6364396.000000;146.6740
6370283.000000;146.6740
6376132.000000;146.6740
6382469.000000;146.6740
6388348.000000;146.6740
6394363.000000;146.6740
6400230.000000;146.8920
6406227.000000;146.8920
6412070.000000;146.8920
6418292.000000;146.8920
6424131.000000;146.8920
6430126.000000;146.8920
6435933.000000;146.8920
6441794.000000;146.8920
6447667.000000;146.8920
6453741.000000;146.8920
6459550.000000;146.8920
6465466.000000;146.8920
6471348.000000;146.8920
6477193.000000;146.8920
6483285.000000;146.8920
6489202.000000;146.8920
6495030.000000;146.8920
6501391.000000;146.8920
6507624.000000;146.9970
6513466.000000;146.9970
6519307.000000;146.9970
6525159.000000;146.9970
6531114.000000;146.9970
6536992.000000;146.9970
6542852.000000;146.9970
6548769.000000;146.9970
6554814.000000;146.9970
6560723.000000;146.9970
6566772.000000;146.9970
6572665.000000;146.9970
6578615.000000;146.9970
6584616.000000;146.9970
6590477.000000;146.9970
6596395.000000;146.9970
6602283.000000;146.9970
6608163.000000;147.1870
6614045.000000;147.1870
6619825.000000;147.1870
6625681.000000;147.1870
6631619.000000;147.1870
6637483.000000;147.1870
6643308.000000;147.1870
6649162.000000;147.1870
6655197.000000;147.1870
6661006.000000;147.1870
6666832.000000;147.1870
6672713.000000;147.1870
6678556.000000;147.1870
6684479.000000;147.1870
6690323.000000;147.1870
6696288.000000;147.1870
6702363.000000;147.1870
6708243.000000;147.1870
6714148.000000;147.1190
6719984.000000;147.1190
6725858.000000;147.1190
6731782.000000;147.1190
6737729.000000;147.1190
6743561.000000;147.1190
6749473.000000;147.1190
6755610.000000;147.1190
6761461.000000;147.1190
6767675.000000;147.1190
